종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
095570,AJ네트웍스,KOSPI,서비스업,4755,-25,-0.52,215176869045
006840,AK홀딩스,KOSPI,기타금융,15000,-50,-0.33,198713415000
027410,BGF,KOSPI,기타금융,3580,-45,-1.24,342666111780
282330,BGF리테일,KOSPI,유통업,117000,-1700,-1.43,2022217002000
138930,BNK금융지주,KOSPI,기타금융,8150,-100,-1.21,2625020769700
001460,BYC,KOSPI,섬유의복,36450,450,1.25,227672167500
001465,BYC우,KOSPI,섬유의복,15200,40,0.26,32738520000
001040,CJ,KOSPI,기타금융,122900,-2200,-1.76,3585853054200
079160,CJ CGV,KOSPI,서비스업,5680,-40,-0.7,695415776400
00104K,CJ4우(전환),KOSPI,기타금융,85900,-900,-1.04,363057380800
000120,CJ대한통운,KOSPI,운수창고업,101800,0,0.0,2322296619200
011150,CJ씨푸드,KOSPI,음식료품,4100,-195,-4.54,147316169300
011155,CJ씨푸드1우,KOSPI,음식료품,22000,-300,-1.35,4400000000
001045,CJ우,KOSPI,기타금융,60700,-200,-0.33,137195536100
097950,CJ제일제당,KOSPI,음식료품,339000,-4500,-1.31,5103369054000
097955,CJ제일제당 우,KOSPI,음식료품,148400,-700,-0.47,196991057200
000480,CR홀딩스,KOSPI,비금속광물,6110,30,0.49,286500893900
000590,CS홀딩스,KOSPI,기타금융,68200,-1000,-1.45,78735672400
012030,DB,KOSPI,서비스업,1355,-1,-0.07,272590679215
016610,DB금융투자,KOSPI,증권,4145,25,0.61,175940282405
005830,DB손해보험,KOSPI,보험,104200,-500,-0.48,7377360000000
000990,DB하이텍,KOSPI,전기전자,43150,400,0.94,1915799072200
139130,DGB금융지주,KOSPI,기타금융,8040,-20,-0.25,1359932497320
001530,DI동일,KOSPI,유통업,25850,350,1.37,651825121200
000210,DL,KOSPI,화학,56900,1500,2.71,1192389799600
000215,DL우,KOSPI,화학,26900,800,3.07,45356493500
375500,DL이앤씨,KOSPI,건설업,35150,300,0.86,1360080848450
37550L,DL이앤씨2우(전환),KOSPI,건설업,23950,100,0.42,50581226450
37550K,DL이앤씨우,KOSPI,건설업,18370,120,0.66,38832067450
007340,DN오토모티브,KOSPI,전기전자,81000,0,0.0,809514405000
004840,DRB동일,KOSPI,화학,5560,-50,-0.89,110810800000
155660,DSR,KOSPI,철강금속,4410,45,1.03,70560000000
069730,DSR제강,KOSPI,철강금속,4745,315,7.11,68328000000
017860,DS단석,KOSPI,화학,92700,200,0.22,543352150800
017940,E1,KOSPI,유통업,72100,200,0.28,494606000000
365550,ESR켄달스퀘어리츠,KOSPI,서비스업,4945,110,2.28,1053725105000
383220,F&F,KOSPI,섬유의복,67700,3600,5.62,2593388977500
007700,F&F홀딩스,KOSPI,기타금융,15440,220,1.45,603925826480
114090,GKL,KOSPI,서비스업,13290,10,0.08,822061854300
078930,GS,KOSPI,기타금융,42650,-600,-1.39,3962840871700
006360,GS건설,KOSPI,건설업,14810,0,0.0,1267461866900
001250,GS글로벌,KOSPI,유통업,2415,-25,-1.02,199319040060
007070,GS리테일,KOSPI,유통업,21850,-700,-3.1,2288086595700
078935,GS우,KOSPI,기타금융,36900,-50,-0.14,65860079400
012630,HDC,KOSPI,기타금융,7960,50,0.63,475544099160
039570,HDC랩스,KOSPI,건설업,9050,50,0.56,234916289050
089470,HDC현대EP,KOSPI,화학,4170,20,0.48,133023000000
294870,HDC현대산업개발,KOSPI,건설업,16880,40,0.24,1112515730400
009540,HD한국조선해양,KOSPI,기타금융,130800,100,0.08,9257123572800
267250,HD현대,KOSPI,기타금융,67000,-2000,-2.9,5292536695000
267270,HD현대건설기계,KOSPI,기계,55800,400,0.72,1051667956800
443060,HD현대마린솔루션,KOSPI,서비스업,142800,-200,-0.14,6347460000000
010620,HD현대미포,KOSPI,운수장비,69900,-500,-0.71,2791956215100
322000,HD현대에너지솔루션,KOSPI,전기전자,30700,-1300,-4.06,343840000000
042670,HD현대인프라코어,KOSPI,기계,8000,-40,-0.5,1596827624000
267260,HD현대일렉트릭,KOSPI,전기전자,277000,-22000,-7.36,9985056395000
329180,HD현대중공업,KOSPI,운수장비,128300,-1200,-0.93,11389590782800
097230,HJ중공업,KOSPI,건설업,3115,-195,-5.89,259399385315
014790,HL D&I,KOSPI,건설업,2090,-15,-0.71,79124476090
003580,HLB글로벌,KOSPI,유통업,4590,60,1.32,217615994280
204320,HL만도,KOSPI,운수장비,49600,4900,10.96,2329073152000
060980,HL홀딩스,KOSPI,기타금융,34800,400,1.16,353895468000
011200,HMM,KOSPI,운수창고업,19090,90,0.47,13153763978640
035000,HS애드,KOSPI,서비스업,6350,-40,-0.63,105203047150
003560,IHQ,KOSPI,서비스업,10760,0,0.0,59719334240
175330,JB금융지주,KOSPI,기타금융,13980,-210,-1.48,2727263108040
234080,JW생명과학,KOSPI,의약품,12100,-20,-0.17,191598103400
001060,JW중외제약,KOSPI,의약품,29600,0,0.0,689263528000
001067,JW중외제약2우B,KOSPI,의약품,57700,-1000,-1.7,12115442100
001065,JW중외제약우,KOSPI,의약품,28850,-750,-2.53,9865286350
096760,JW홀딩스,KOSPI,기타금융,2895,-5,-0.17,214012707090
105560,KB금융,KOSPI,기타금융,77400,-200,-0.26,31231756972800
432320,KB스타리츠,KOSPI,서비스업,4420,25,0.57,448251139700
002380,KCC,KOSPI,화학,301500,4500,1.52,2679271006500
344820,KCC글라스,KOSPI,비금속광물,40400,0,0.0,645208684800
009070,KCTC,KOSPI,운수창고업,4660,75,1.64,139800000000
009440,KC그린홀딩스,KOSPI,기타금융,1893,26,1.39,42469417140
119650,KC코트렐,KOSPI,기계,1098,-19,-1.7,69908877126
092220,KEC,KOSPI,전기전자,1392,-20,-1.42,279462292272
003620,KG모빌리티,KOSPI,운수장비,5430,40,0.74,1060116297720
016380,KG스틸,KOSPI,철강금속,6870,30,0.44,687061122390
001390,KG케미칼,KOSPI,화학,5190,50,0.97,355354317600
033180,KH 필룩스,KOSPI,전기전자,6630,0,0.0,125330728770
015590,KIB플러그에너지,KOSPI,기계,422,-24,-5.38,100006211568
001940,KISCO홀딩스,KOSPI,철강금속,20100,0,0.0,325145238000
025000,KPX케미칼,KOSPI,화학,46300,-250,-0.54,224092000000
092230,KPX홀딩스,KOSPI,화학,58200,-300,-0.51,245874397200
000040,KR모터스,KOSPI,운수장비,684,-7,-1.01,41130881712
044450,KSS해운,KOSPI,운수창고업,8290,-10,-0.12,191381945200
030200,KT,KOSPI,통신업,36750,300,0.82,9450813198750
033780,KT&G,KOSPI,기타제조업,85500,300,0.35,11142573493500
058850,KTcs,KOSPI,서비스업,3290,20,0.61,140433650000
058860,KTis,KOSPI,서비스업,2855,15,0.53,99359710000
093050,LF,KOSPI,섬유의복,14960,10,0.07,437430400000
003550,LG,KOSPI,기타금융,79600,600,0.76,12521159042800
034220,LG디스플레이,KOSPI,전기전자,10120,0,0.0,5060000000000
051900,LG생활건강,KOSPI,화학,410500,8000,1.99,6411269868500
051905,LG생활건강우,KOSPI,화학,170900,900,0.53,358838217300
373220,LG에너지솔루션,KOSPI,전기전자,351500,15000,4.46,82251000000000
003555,LG우,KOSPI,기타금융,60900,-100,-0.16,184016658000
032640,LG유플러스,KOSPI,통신업,9700,-10,-0.1,4235130201700
011070,LG이노텍,KOSPI,전기전자,244000,1000,0.41,5774774108000
066570,LG전자,KOSPI,전기전자,100700,-400,-0.4,16479334869800
066575,LG전자우,KOSPI,전기전자,45850,-350,-0.76,787977733200
037560,LG헬로비전,KOSPI,서비스업,3080,5,0.16,238536344200
051910,LG화학,KOSPI,화학,374500,13500,3.74,26436832453500
051915,LG화학우,KOSPI,화학,254000,11500,4.74,1952955200000
079550,LIG넥스원,KOSPI,기계,166100,800,0.48,3654200000000
006260,LS,KOSPI,기타금융,149900,-13900,-8.49,4826780000000
010120,LS ELECTRIC,KOSPI,전기전자,190200,-16800,-8.12,5706000000000
000680,LS네트웍스,KOSPI,유통업,4605,-25,-0.54,362887888680
229640,LS에코에너지,KOSPI,기타금융,33850,-2850,-7.77,1036652154150
108320,LX세미콘,KOSPI,전기전자,69600,-200,-0.29,1131995280000
001120,LX인터내셔널,KOSPI,유통업,29600,-250,-0.84,1147296000000
108670,LX하우시스,KOSPI,화학,42600,300,0.71,382022742000
108675,LX하우시스우,KOSPI,화학,22300,100,0.45,23020959000
383800,LX홀딩스,KOSPI,기타금융,6860,10,0.15,523285533400
38380K,LX홀딩스1우,KOSPI,기타금융,8820,10,0.11,12923813700
023150,MH에탄올,KOSPI,음식료품,6140,0,0.0,45304149640
035420,NAVER,KOSPI,서비스업,177100,300,0.17,28762561997400
181710,NHN,KOSPI,서비스업,22400,250,1.13,756361155200
400760,NH올원리츠,KOSPI,서비스업,3630,5,0.14,153186000000
005940,NH투자증권,KOSPI,증권,11930,-10,-0.08,3906983127070
005945,NH투자증권우,KOSPI,증권,11030,10,0.09,208146777040
338100,NH프라임리츠,KOSPI,서비스업,4305,-5,-0.12,80331300000
034310,NICE,KOSPI,서비스업,11150,100,0.9,418163768550
030190,NICE평가정보,KOSPI,서비스업,10660,10,0.09,640747762200
008260,NI스틸,KOSPI,철강금속,4740,220,4.87,135564554580
004250,NPC,KOSPI,화학,5040,50,1.0,185068800000
004255,NPC우,KOSPI,화학,2720,-5,-0.18,14361600000
456040,OCI,KOSPI,화학,94200,-900,-0.95,843325029000
