종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
060310,3S,KOSDAQ,기계·장비,2590,-60,-2.26,132309222780
054620,APS,KOSDAQ,금융,7720,-230,-2.89,153583386120
265520,AP시스템,KOSDAQ,반도체,25750,-650,-2.46,393496590750
211270,AP위성,KOSDAQ,통신장비,14480,340,2.4,218391761920
109960,AP헬스케어,KOSDAQ,유통,655,-18,-2.67,74770325695
139050,BF랩스,KOSDAQ,컴퓨터서비스,2805,0,0.0,24247965555
126600,BGF에코머티리얼즈,KOSDAQ,화학,4205,15,0.36,227209921375
013720,CBI,KOSDAQ,운송장비·부품,1217,-3,-0.25,54312441512
083790,CG인바이츠,KOSDAQ,기타서비스,2690,-75,-2.71,206845349580
035760,CJ ENM,KOSDAQ,방송서비스,84200,1500,1.81,1846434766800
311690,CJ 바이오사이언스,KOSDAQ,기타서비스,12520,20,0.16,114088525040
051500,CJ프레시웨이,KOSDAQ,유통,20450,300,1.49,242773933700
058820,CMG제약,KOSDAQ,제약,2135,-10,-0.47,296534940940
023460,CNH,KOSDAQ,금융,2435,-85,-3.37,90582000000
056730,CNT85,KOSDAQ,건설,897,9,1.01,66477733842
065770,CS,KOSDAQ,통신장비,1226,27,2.25,23798045380
083660,CSA 코스믹,KOSDAQ,화학,1202,-16,-1.31,73619111562
456440,DB금융스팩11호,KOSDAQ,금융,2245,0,0.0,11932175000
477760,DB금융스팩12호,KOSDAQ,금융,2070,5,0.24,12088800000
060900,DGP,KOSDAQ,전기·가스·수도,1200,2,0.17,30309874800
290120,DH오토리드,KOSDAQ,운송장비·부품,3010,-25,-0.82,46700565380
025440,DH오토웨어,KOSDAQ,일반전기전자,403,-1,-0.25,62024166360
068790,DMS,KOSDAQ,기계·장비,6450,160,2.54,158496243450
241520,DSC인베스트먼트,KOSDAQ,금융,3345,55,1.67,91974538125
180400,DXVX,KOSDAQ,기타서비스,2410,-40,-1.63,72828831120
245620,EDGC,KOSDAQ,기타서비스,415,0,0.0,57474989665
037370,EG,KOSDAQ,화학,8100,-110,-1.34,69862273200
050120,ES큐브,KOSDAQ,유통,2260,-40,-1.74,30654834360
214270,FSN,KOSDAQ,출판·매체복제,1865,35,1.91,62012113495
130500,GH신소재,KOSDAQ,섬유·의류,2715,-95,-3.38,39489816180
900290,GRT,KOSDAQ,금융,3455,-10,-0.29,232780625000
083450,GST,KOSDAQ,반도체,20900,-300,-1.42,194740870500
297890,HB솔루션,KOSDAQ,기계·장비,10040,-40,-0.4,734067752720
440290,HB인베스트먼트,KOSDAQ,금융,2435,-15,-0.61,66005569350
078150,HB테크놀러지,KOSDAQ,기계·장비,3635,45,1.25,337022354660
195940,HK이노엔,KOSDAQ,제약,37500,0,0.0,1062370912500
028300,HLB,KOSDAQ,제약,58500,-5400,-8.45,7654453794000
278650,HLB바이오스텝,KOSDAQ,기타서비스,2285,-40,-1.72,198179395865
067630,HLB생명과학,KOSDAQ,제약,8220,-380,-4.42,884975384580
024850,HLB이노베이션,KOSDAQ,반도체,2810,-35,-1.23,203382334550
047920,HLB제약,KOSDAQ,기타서비스,17810,-1190,-6.26,566001693140
115450,HLB테라퓨틱스,KOSDAQ,유통,7020,30,0.43,556328948760
046210,HLB파나진,KOSDAQ,의료·정밀기기,2885,-95,-3.19,118326910395
403870,HPSP,KOSDAQ,반도체,39150,0,0.0,3246871737600
036640,HRS,KOSDAQ,화학,5970,470,8.55,97638156000
439730,IBKS제20호스팩,KOSDAQ,금융,2515,-5,-0.2,10839650000
442770,IBKS제21호스팩,KOSDAQ,금융,2445,10,0.41,10293450000
448760,IBKS제22호스팩,KOSDAQ,금융,2345,40,1.74,10388350000
467930,IBKS제23호스팩,KOSDAQ,금융,2220,5,0.23,9390600000
469480,IBKS제24호스팩,KOSDAQ,금융,2195,-5,-0.23,9284850000
095340,ISC,KOSDAQ,반도체,65500,1800,2.83,1388407299000
099520,ITX-AI,KOSDAQ,통신장비,1284,0,0.0,58141862016
950170,JTC,KOSDAQ,유통,5430,-40,-0.73,280982669640
067290,JW신약,KOSDAQ,제약,1690,-15,-0.88,85922138380
035900,JYP Ent.,KOSDAQ,오락·문화,57300,1500,2.69,2036011791600
318000,KBG,KOSDAQ,화학,7050,30,0.43,61618572150
024840,KBI메탈,KOSDAQ,금속,3090,-60,-1.9,107869424910
024120,KB오토시스,KOSDAQ,운송장비·부품,4270,-20,-0.47,49105000000
455250,KB제25호스팩,KOSDAQ,금융,2670,75,2.89,11494350000
458320,KB제26호스팩,KOSDAQ,금융,2485,0,0.0,13679925000
464680,KB제27호스팩,KOSDAQ,금융,2005,8,0.4,25874525000
476470,KB제28호스팩,KOSDAQ,금융,2095,5,0.24,11532975000
478390,KB제29호스팩,KOSDAQ,금융,2010,5,0.25,12502200000
021320,KCC건설,KOSDAQ,건설,4320,-10,-0.23,92448000000
036670,KCI,KOSDAQ,화학,7300,-40,-0.54,82271000000
044180,KD,KOSDAQ,건설,508,3,0.59,13572641892
046440,KG모빌리언스,KOSDAQ,소프트웨어,5050,10,0.2,196069118400
151860,KG에코솔루션,KOSDAQ,화학,7550,140,1.89,374502665100
035600,KG이니시스,KOSDAQ,소프트웨어,10960,10,0.09,305832596640
226360,KH 건설,KOSDAQ,건설,2555,0,0.0,60698450260
111870,KH 미래물산,KOSDAQ,일반전기전자,8910,0,0.0,43928518590
060720,KH바텍,KOSDAQ,IT부품,13800,210,1.55,326748699600
058400,KNN,KOSDAQ,방송서비스,803,0,0.0,106341065160
101000,KS인더스트리,KOSDAQ,기계·장비,2640,50,1.93,79594994160
122450,KX,KOSDAQ,방송서비스,4490,-45,-0.99,203558478360
052900,KX하이텍,KOSDAQ,반도체,1192,-13,-1.08,65688160264
376190,LB루셈,KOSDAQ,반도체,6120,170,2.86,150552000000
061970,LB세미콘,KOSDAQ,반도체,6180,100,1.64,270588778560
309960,LB인베스트먼트,KOSDAQ,금융,4465,35,0.79,103664972135
225190,LK삼양,KOSDAQ,의료·정밀기기,1753,0,0.0,88962015320
060370,LS마린솔루션,KOSDAQ,건설,18360,220,1.21,527056499160
417200,LS머트리얼즈,KOSDAQ,일반전기전자,23650,400,1.72,1599985385350
078020,LS증권,KOSDAQ,금융,5160,30,0.58,286282940400
086960,MDS테크,KOSDAQ,소프트웨어,1511,-11,-0.72,132472071668
038340,MIT,KOSDAQ,일반전기전자,1233,0,0.0,39979891836
160550,NEW,KOSDAQ,오락·문화,3090,-35,-1.12,86229867540
053290,NE능률,KOSDAQ,출판·매체복제,3885,50,1.3,64204702695
060250,NHN KCP,KOSDAQ,소프트웨어,9300,100,1.09,373493682300
104200,NHN벅스,KOSDAQ,디지털컨텐츠,3915,-5,-0.13,58049858250
222160,NPX,KOSDAQ,기계·장비,8040,0,0.0,79551289560
024940,PN풍년,KOSDAQ,유통,4390,-40,-0.9,43900000000
218410,RFHIC,KOSDAQ,일반전기전자,14270,90,0.63,377932987340
327260,RF머트리얼즈,KOSDAQ,기타제조,9090,10,0.11,76658069790
091340,S&K폴리텍,KOSDAQ,IT부품,2725,55,2.06,31892639725
419530,SAMG엔터,KOSDAQ,오락·문화,9220,100,1.1,79208374600
019550,SBI인베스트먼트,KOSDAQ,금융,967,-13,-1.33,156718378025
950110,SBI핀테크솔루션즈,KOSDAQ,출판·매체복제,3005,0,0.0,72277882700
036120,SCI평가정보,KOSDAQ,기타서비스,2190,10,0.46,77745000000
246960,SCL사이언스,KOSDAQ,제약,9760,-100,-1.01,71085993760
099220,SDN,KOSDAQ,유통,1548,37,2.45,86953963428
036540,SFA반도체,KOSDAQ,반도체,5450,50,0.93,896308651350
255220,SG,KOSDAQ,비금속,1286,-9,-0.69,78672629208
040610,SG&G,KOSDAQ,운송,1709,38,2.27,58255017964
049470,SGA,KOSDAQ,소프트웨어,490,0,0.0,28842502010
184230,SGA솔루션즈,KOSDAQ,소프트웨어,604,0,0.0,37809893244
016250,SGC E&C,KOSDAQ,건설,15500,300,1.97,50275567500
048550,SM C&C,KOSDAQ,방송서비스,1846,41,2.27,178535188520
063440,SM Life Design,KOSDAQ,출판·매체복제,1595,-20,-1.24,73416500630
067160,SOOP,KOSDAQ,소프트웨어,131300,10700,8.87,1509262907100
289080,SV인베스트먼트,KOSDAQ,금융,2045,-10,-0.49,108863530000
089230,THE E&M,KOSDAQ,인터넷,1748,-1,-0.06,37742721608
032540,TJ미디어,KOSDAQ,일반전기전자,5800,10,0.17,80803332200
022220,TKG애강,KOSDAQ,화학,1108,0,0.0,57388393532
048770,TPC,KOSDAQ,기계·장비,3245,-5,-0.15,50939980795
246690,TS인베스트먼트,KOSDAQ,금융,1173,-13,-1.1,48653532126
317240,TS트릴리온,KOSDAQ,화학,311,-9,-2.81,33351926742
057030,YBM넷,KOSDAQ,기타서비스,3665,20,0.55,59786034505
040300,YTN,KOSDAQ,방송서비스,3115,15,0.48,130830000000
051390,YW,KOSDAQ,유통,3730,25,0.67,42355522640
052220,iMBC,KOSDAQ,디지털컨텐츠,2900,65,2.29,66700000000
079940,가비아,KOSDAQ,인터넷,15180,-220,-1.43,205471683120
078890,가온그룹,KOSDAQ,통신장비,5160,10,0.19,89836410120
399720,가온칩스,KOSDAQ,반도체,67500,0,0.0,775461600000
036620,감성코퍼레이션,KOSDAQ,유통,4140,210,5.34,375683852880
217730,강스템바이오텍,KOSDAQ,제약,2810,-25,-0.88,157512158690
114190,강원에너지,KOSDAQ,일반전기전자,15860,220,1.41,414311382680
094480,갤럭시아머니트리,KOSDAQ,소프트웨어,5860,-20,-0.34,229886850680
039240,경남스틸,KOSDAQ,금속,3000,-10,-0.33,80938812000
053950,경남제약,KOSDAQ,제약,1047,0,0.0,37266291894
011040,경동제약,KOSDAQ,제약,6690,70,1.06,205843044540
024910,경창산업,KOSDAQ,운송장비·부품,2490,-40,-1.58,89189322450
198440,고려시멘트,KOSDAQ,비금속,2340,85,3.77,74833106400
049720,고려신용정보,KOSDAQ,기타서비스,10700,0,0.0,153010000000
014570,고려제약,KOSDAQ,제약,5550,10,0.18,61050000000
348150,고바이오랩,KOSDAQ,기타서비스,6450,40,0.62,124707550800
950190,고스트스튜디오,KOSDAQ,출판·매체복제,10000,-30,-0.3,135798920000
098460,고영,KOSDAQ,기계·장비,12640,360,2.93,867796103200
035290,골드앤에스,KOSDAQ,출판·매체복제,605,6,1.0,28102591220
900280,골든센츄리,KOSDAQ,금융,97,0,0.0,19924215936
215000,골프존,KOSDAQ,소프트웨어,77200,-500,-0.64,484462038000
121440,골프존뉴딘홀딩스,KOSDAQ,유통,3915,130,3.43,167706142470
366030,공구우먼,KOSDAQ,섬유·의류,5880,20,0.34,133204638000
014200,광림,KOSDAQ,운송장비·부품,1006,0,0.0,91250936176
029480,광무,KOSDAQ,통신장비,4495,-115,-2.49,217886732835
026910,광진실업,KOSDAQ,금속,2905,30,1.04,18607701525
421800,교보12호스팩,KOSDAQ,금융,3115,-45,-1.42,18627700000
440790,교보13호스팩,KOSDAQ,금융,2360,5,0.21,9558000000
456490,교보14호스팩,KOSDAQ,금융,2285,-5,-0.22,9597000000
465320,교보15호스팩,KOSDAQ,금융,2175,5,0.23,8286750000
053270,구영테크,KOSDAQ,운송장비·부품,2690,-30,-1.1,73733989450
066620,국보디자인,KOSDAQ,건설,15380,-410,-2.6,115350000000
043650,국순당,KOSDAQ,음식료·담배,6790,240,3.66,121257884160
006050,국영지앤엠,KOSDAQ,비금속,1080,-20,-1.82,37686862440
060480,국일신동,KOSDAQ,금속,2285,-10,-0.44,25340650000
078130,국일제지,KOSDAQ,종이·목재,800,0,0.0,901924696800
307750,국전약품,KOSDAQ,제약,5050,10,0.2,247799808450
035080,그래디언트,KOSDAQ,유통,14470,10,0.07,210214140480
453450,그리드위즈,KOSDAQ,기타서비스,49800,-4300,-7.95,395548950000
204020,그리티,KOSDAQ,섬유·의류,3100,65,2.14,62457033000
402490,그린리소스,KOSDAQ,일반전기전자,22750,-50,-0.22,188050226000
114450,그린생명과학,KOSDAQ,제약,1960,-19,-0.96,39200000000
186230,그린플러스,KOSDAQ,금속,10700,-20,-0.19,115776011600
900070,글로벌에스엠,KOSDAQ,금융,441,5,1.15,23701089888
204620,글로벌텍스프리,KOSDAQ,금융,3650,60,1.67,207275645200
019660,글로본,KOSDAQ,유통,664,-14,-2.06,23101055344
053260,금강철강,KOSDAQ,금속,5040,20,0.4,94348800000
282720,금양그린파워,KOSDAQ,건설,12850,-40,-0.31,155735575000
036190,금화피에스시,KOSDAQ,건설,25900,50,0.19,155400000000
049080,기가레인,KOSDAQ,통신장비,827,-56,-6.34,70198527969
420770,기가비스,KOSDAQ,반도체,52800,3500,7.1,669280022400
035460,기산텔레콤,KOSDAQ,통신장비,2135,10,0.47,31122620900
308100,까스텔바작,KOSDAQ,유통,3650,-45,-1.22,24180275450
407400,꿈비,KOSDAQ,기타제조,8660,-20,-0.23,106167044840
187790,나노,KOSDAQ,화학,1025,0,0.0,31611850750
286750,나노브릭,KOSDAQ,화학,2005,-15,-0.74,41492590795
121600,나노신소재,KOSDAQ,화학,117500,-3500,-2.89,1433039165000
247660,나노씨엠에스,KOSDAQ,일반전기전자,9870,340,3.57,42874490400
039860,나노엔텍,KOSDAQ,의료·정밀기기,3420,-90,-2.56,109816480440
091970,나노캠텍,KOSDAQ,화학,621,10,1.64,23236263153
417010,나노팀,KOSDAQ,기계·장비,13610,30,0.22,268448104080
405920,나라셀라,KOSDAQ,유통,4695,5,0.11,60462566820
051490,나라엠앤디,KOSDAQ,기계·장비,4720,30,0.64,67024000000
137080,나래나노텍,KOSDAQ,기계·장비,5280,-20,-0.38,58393748160
190510,나무가,KOSDAQ,IT부품,13560,-90,-0.66,220545047040
242040,나무기술,KOSDAQ,출판·매체복제,1978,27,1.38,68451190192
089600,나스미디어,KOSDAQ,기타서비스,16500,250,1.54,190874689500
293580,나우IB,KOSDAQ,금융,985,-40,-3.9,94333450000
138610,나이벡,KOSDAQ,제약,18250,-360,-1.93,187655497250
130580,나이스디앤비,KOSDAQ,기타서비스,5640,40,0.71,86856000000
036800,나이스정보통신,KOSDAQ,통신서비스,22150,0,0.0,221500000000
267320,나인테크,KOSDAQ,IT부품,2905,5,0.17,126844222120
111710,남화산업,KOSDAQ,오락·문화,5020,-30,-0.59,103351760000
091590,남화토건,KOSDAQ,건설,4345,45,1.05,51010300000
168330,내츄럴엔도텍,KOSDAQ,기타서비스,2060,-35,-1.67,65415094000
094860,네오리진,KOSDAQ,소프트웨어,1434,-25,-1.71,30686981946
253590,네오셈,KOSDAQ,반도체,13070,1400,12.0,573369973480
212560,네오오토,KOSDAQ,운송장비·부품,9650,90,0.94,75993392950
095660,네오위즈,KOSDAQ,디지털컨텐츠,20450,-100,-0.49,450589553550
042420,네오위즈홀딩스,KOSDAQ,디지털컨텐츠,17790,50,0.28,157563646140
950220,네오이뮨텍,KOSDAQ,기타서비스,1600,-44,-2.68,158187944000
311390,네오크레마,KOSDAQ,음식료·담배,5780,20,0.35,63459469660
085910,네오티스,KOSDAQ,운송장비·부품,3410,-40,-1.16,47517729380
092730,네오팜,KOSDAQ,화학,29550,750,2.6,242527517550
290660,네오펙트,KOSDAQ,의료·정밀기기,916,32,3.62,37896093396
306620,네온테크,KOSDAQ,기계·장비,2580,5,0.19,109929024420
153460,네이블,KOSDAQ,소프트웨어,6990,-110,-1.55,45644797860
007390,네이처셀,KOSDAQ,제약,9370,50,0.54,601152551720
033640,네패스,KOSDAQ,반도체,15500,40,0.26,357417631000
330860,네패스아크,KOSDAQ,반도체,24250,400,1.68,295463091250
089140,넥스턴바이오,KOSDAQ,기계·장비,3190,65,2.08,35991580130
137940,넥스트아이,KOSDAQ,의료·정밀기기,308,-2,-0.65,24122865536
396270,넥스트칩,KOSDAQ,반도체,12880,-210,-1.6,232985547200
348210,넥스틴,KOSDAQ,반도체,69500,3200,4.83,719836520000
225570,넥슨게임즈,KOSDAQ,디지털컨텐츠,15380,900,6.22,1012061982600
217270,넵튠,KOSDAQ,출판·매체복제,6030,0,0.0,281071264500
104620,노랑풍선,KOSDAQ,기타서비스,6720,-10,-0.15,106459086720
194700,노바렉스,KOSDAQ,음식료·담배,10560,-10,-0.09,198051194880
285490,노바텍,KOSDAQ,기타제조,18010,-120,-0.66,190470716310
145170,노브랜드,KOSDAQ,섬유·의류,24650,-1050,-4.09,213253632950
106520,노블엠앤비,KOSDAQ,의료·정밀기기,411,0,0.0,15904036272
376930,노을,KOSDAQ,의료·정밀기기,2620,50,1.95,96801297200
142280,녹십자엠에스,KOSDAQ,제약,3840,-20,-0.52,81163050240
234690,녹십자웰빙,KOSDAQ,제약,9370,450,5.04,166338826120
065560,녹원씨엔아이,KOSDAQ,출판·매체복제,11540,0,0.0,189726555040
054050,농우바이오,KOSDAQ,"농업, 임업 및 어업",8030,70,0.88,128725404830
069140,누리플랜,KOSDAQ,금속,1750,0,0.0,22929800250
040160,누리플렉스,KOSDAQ,소프트웨어,3205,10,0.31,38637989675
332290,누보,KOSDAQ,화학,1456,25,1.75,48608273168
348340,뉴로메카,KOSDAQ,기계·장비,30700,-400,-1.29,323322269000
060260,뉴보텍,KOSDAQ,화학,537,44,8.92,22317744165
123840,뉴온,KOSDAQ,기계·장비,287,-6,-2.05,80965515757
012340,뉴인텍,KOSDAQ,운송장비·부품,705,-10,-1.4,35889549210
214870,뉴지랩파마,KOSDAQ,유통,6920,0,0.0,64765809320
270870,뉴트리,KOSDAQ,음식료·담배,10900,-40,-0.37,100282441600
144960,뉴파워프라즈마,KOSDAQ,기계·장비,6350,110,1.76,277448162400
085670,뉴프렉스,KOSDAQ,IT부품,6430,40,0.63,157218393230
064260,다날,KOSDAQ,디지털컨텐츠,3845,50,1.32,265109058800
340360,다보링크,KOSDAQ,통신장비,2600,30,1.17,112809351200
039560,다산네트웍스,KOSDAQ,통신장비,3360,20,0.6,132740096160
154040,다산솔루에타,KOSDAQ,IT부품,1541,0,0.0,27661094854
032190,다우데이타,KOSDAQ,유통,11390,-10,-0.09,436237000000
323350,다원넥스뷰,KOSDAQ,의료·정밀기기,9450,-110,-1.15,71783248950
068240,다원시스,KOSDAQ,IT부품,11180,160,1.45,426667225660
020400,대동금속,KOSDAQ,금속,8030,110,1.39,25609002980
008830,대동기어,KOSDAQ,기계·장비,8530,-50,-0.58,76663545600
048470,대동스틸,KOSDAQ,유통,4615,-5,-0.11,46150000000
004780,대륙제관,KOSDAQ,금속,4060,-40,-0.98,64566987940
017650,대림제지,KOSDAQ,종이·목재,7850,10,0.13,70650000000
007720,대명소노시즌,KOSDAQ,유통,532,20,3.91,53625839400
389260,대명에너지,KOSDAQ,건설,15190,30,0.2,258989500000
317850,대모,KOSDAQ,기계·장비,8460,-40,-0.47,70424593200
290670,대보마그네틱,KOSDAQ,기계·장비,23300,-150,-0.64,183083478000
078140,대봉엘에스,KOSDAQ,제약,10910,-140,-1.27,120954576890
065150,대산F&B,KOSDAQ,유통,145,0,0.0,18165948725
036480,대성미생물,KOSDAQ,제약,10360,-10,-0.1,39368000000
027830,대성창투,KOSDAQ,금융,2290,-265,-10.37,123660000000
104040,대성파인텍,KOSDAQ,운송장비·부품,984,1,0.1,35350748088
129920,대성하이텍,KOSDAQ,기계·장비,4760,170,3.7,65283652280
438220,대신밸런스제13호스팩,KOSDAQ,금융,3100,5,0.16,17484000000
442310,대신밸런스제14호스팩,KOSDAQ,금융,2325,40,1.75,15600750000
457390,대신밸런스제15호스팩,KOSDAQ,금융,2245,0,0.0,15793575000
457630,대신밸런스제16호스팩,KOSDAQ,금융,2180,10,0.46,15935800000
471050,대신밸런스제17호스팩,KOSDAQ,금융,2190,10,0.46,13271400000
020180,대신정보통신,KOSDAQ,컴퓨터서비스,1010,7,0.7,38813204150
045390,대아티아이,KOSDAQ,일반전기전자,2995,10,0.34,211067764115
108380,대양전기공업,KOSDAQ,운송장비·부품,13850,-40,-0.29,132507562050
007680,대원,KOSDAQ,건설,4240,-60,-1.4,57013049760
048910,대원미디어,KOSDAQ,유통,9210,180,1.99,115852092660
005710,대원산업,KOSDAQ,운송장비·부품,6300,60,0.96,126236880000
290380,대유,KOSDAQ,화학,2300,0,0.0,56841307600
120240,대정화금,KOSDAQ,화학,16120,0,0.0,115909102920
003310,대주산업,KOSDAQ,음식료·담배,1600,-1,-0.06,56627760000
078600,대주전자재료,KOSDAQ,IT부품,143000,-7400,-4.92,2213724799000
096350,대창솔루션,KOSDAQ,금속,421,1,0.24,68943384789
140520,대창스틸,KOSDAQ,금속,2460,0,0.0,51928737780
131220,대한과학,KOSDAQ,유통,5420,-50,-0.91,40403335800
010170,대한광통신,KOSDAQ,일반전기전자,1176,37,3.25,87625131216
054670,대한뉴팜,KOSDAQ,제약,7630,30,0.39,109528039600
023910,대한약품,KOSDAQ,제약,27950,-50,-0.18,167700000000
021040,대호특수강,KOSDAQ,금속,3900,-5,-0.13,42324309300
021045,대호특수강우,KOSDAQ,금속,7260,0,0.0,3080025960
067080,대화제약,KOSDAQ,제약,9690,-210,-2.12,180395338500
298540,더네이쳐홀딩스,KOSDAQ,섬유·의류,12510,-40,-0.32,184535960760
032860,더라미,KOSDAQ,기타서비스,3640,0,0.0,147040941320
393890,더블유씨피,KOSDAQ,일반전기전자,30250,150,0.5,1019319669500
299170,더블유에스아이,KOSDAQ,유통,1778,13,0.74,53389718214
224060,더코디,KOSDAQ,반도체,5400,20,0.37,25641349200
043090,더테크놀로지,KOSDAQ,유통,419,-11,-2.56,29754343088
213420,덕산네오룩스,KOSDAQ,반도체,40350,1050,2.67,1001938072650
317330,덕산테코피아,KOSDAQ,반도체,54100,1600,3.05,1079821176600
077360,덕산하이메탈,KOSDAQ,일반전기전자,7250,0,0.0,329418264500
090410,덕신이피씨,KOSDAQ,금속,1583,-5,-0.31,72951122385
263600,덕우전자,KOSDAQ,일반전기전자,7390,0,0.0,117724990900
194480,데브시스터즈,KOSDAQ,디지털컨텐츠,58700,1400,2.44,705185406000
263800,데이타솔루션,KOSDAQ,정보기기,5270,10,0.19,85460322600
206560,덱스터,KOSDAQ,오락·문화,5870,-20,-0.34,149166890320
261200,덴티스,KOSDAQ,의료·정밀기기,9000,30,0.33,142287300000
067990,도이치모터스,KOSDAQ,유통,4870,-10,-0.2,146984148500
006620,동구바이오제약,KOSDAQ,제약,6900,20,0.29,196408444800
100130,동국S&C,KOSDAQ,금속,2920,5,0.17,166857560000
005160,동국산업,KOSDAQ,금속,7460,-150,-1.97,404663835720
075970,동국알앤에스,KOSDAQ,비금속,3215,-30,-0.92,59156000000
086450,동국제약,KOSDAQ,제약,18640,-490,-2.56,828734400000
099410,동방선기,KOSDAQ,운송장비·부품,2735,45,1.67,38290000000
033500,동성화인텍,KOSDAQ,화학,11960,60,0.5,358674348240
025950,동신건설,KOSDAQ,건설,22100,300,1.38,185640000000
088130,동아엘텍,KOSDAQ,기계·장비,8230,0,0.0,87755979740
041930,동아화성,KOSDAQ,화학,7350,-130,-1.74,116130000000
060380,동양에스텍,KOSDAQ,금속,2220,-115,-4.93,43734000000
